"variable","value","problemSize"
"totalTime",0.046514,512
"totalTime",0.076609,512
"totalTime",0.071379,512
"totalTime",0.069264,512
"totalTime",0.04405,512
"totalTime",0.067966,512
"totalTime",0.2155,1024
"totalTime",0.218215,1024
"totalTime",0.221109,1024
"totalTime",0.227625,1024
"totalTime",0.235543,1024
"totalTime",0.243005,1024
"totalTime",0.251259,1024
"totalTime",0.26465,1024
"totalTime",0.275075,1024
"totalTime",0.278716,1024
"totalTime",0.294591,1024
"totalTime",0.302267,1024
"totalTime",0.314002,1024
"totalTime",0.325727,1024
"totalTime",0.337512,1024
"totalTime",0.351243,1024
"totalTime",0.244799,1024
"totalTime",0.220435,1024
"totalTime",0.226215,1024
"totalTime",0.22381,1024
"totalTime",0.219606,1024
"totalTime",0.234433,1024
"totalTime",0.231769,1024
"totalTime",0.226083,1024
"totalTime",0.232429,1024
"totalTime",0.219198,1024
"totalTime",0.230488,1024
"totalTime",0.237132,1024
"totalTime",0.223287,1024
"totalTime",0.218716,1024
"totalTime",0.237612,1024
"totalTime",0.25553,1024
"totalTime",1.521981,2048
"totalTime",1.525064,2048
"totalTime",1.528463,2048
"totalTime",1.536415,2048
"totalTime",1.546251,2048
"totalTime",1.556055,2048
"totalTime",1.567856,2048
"totalTime",1.578216,2048
"totalTime",1.587499,2048
"totalTime",1.596908,2048
"totalTime",1.604917,2048
"totalTime",1.616485,2048
"totalTime",1.628754,2048
"totalTime",1.634773,2048
"totalTime",1.645877,2048
"totalTime",1.661681,2048
"totalTime",1.537392,2048
"totalTime",1.533672,2048
"totalTime",1.546863,2048
"totalTime",1.526108,2048
"totalTime",1.540394,2048
"totalTime",1.556647,2048
"totalTime",1.530232,2048
"totalTime",1.532163,2048
"totalTime",1.539482,2048
"totalTime",1.533982,2048
"totalTime",1.528596,2048
"totalTime",1.528707,2048
"totalTime",1.537553,2048
"totalTime",1.549027,2048
"totalTime",1.548877,2048
"totalTime",1.559442,2048
"totalTime",6.899224,4096
"totalTime",6.903217,4096
"totalTime",6.906585,4096
"totalTime",6.914894,4096
"totalTime",6.922168,4096
"totalTime",6.93086,4096
"totalTime",6.937919,4096
"totalTime",6.952152,4096
"totalTime",6.965092,4096
"totalTime",6.974565,4096
"totalTime",6.984951,4096
"totalTime",6.99629,4096
"totalTime",7.006228,4096
"totalTime",7.016395,4096
"totalTime",7.029265,4096
"totalTime",7.040525,4096
"totalTime",6.927339,4096
"totalTime",6.919371,4096
"totalTime",6.935257,4096
"totalTime",6.939923,4096
"totalTime",6.925655,4096
"totalTime",6.929213,4096
"totalTime",6.94666,4096
"totalTime",6.935079,4096
"totalTime",6.921812,4096
"totalTime",6.923394,4096
"totalTime",6.930912,4096
"totalTime",6.931039,4096
"totalTime",6.927433,4096
"totalTime",6.930359,4096
"totalTime",6.935349,4096
"totalTime",6.959576,4096
"totalTime",44.164194,8192
"totalTime",44.16946,8192
"totalTime",44.173101,8192
"totalTime",44.179496,8192
"totalTime",44.196491,8192
"totalTime",44.20528,8192
"totalTime",44.21264,8192
"totalTime",44.224446,8192
"totalTime",44.235429,8192
"totalTime",44.248886,8192
"totalTime",44.265963,8192
"totalTime",44.276707,8192
"totalTime",44.292208,8192
"totalTime",44.306846,8192
"totalTime",44.320987,8192
"totalTime",44.342087,8192
"totalTime",44.205895,8192
"totalTime",44.22417,8192
"totalTime",44.236421,8192
"totalTime",44.226013,8192
"totalTime",44.242992,8192
"totalTime",44.255288,8192
"totalTime",44.250948,8192
"totalTime",44.251871,8192
"totalTime",44.278407,8192
"totalTime",44.26385,8192
"totalTime",44.27726,8192
"totalTime",44.305729,8192
"totalTime",44.291079,8192
"totalTime",44.292114,8192
"totalTime",44.30293,8192
"totalTime",44.333617,8192
"totalTime",0.000473,64
"totalTime",0.005224,64
"totalTime",0.009053,64
"totalTime",0.015111,64
"totalTime",0.025947,64
"totalTime",0.029394,64
"totalTime",0.038506,64
"totalTime",0.050027,64
"totalTime",0.060341,64
"totalTime",0.068431,64
"totalTime",0.079173,64
"totalTime",0.09422,64
"totalTime",0.10525,64
"totalTime",0.117924,64
"totalTime",0.131323,64
"totalTime",0.143323,64
"totalTime",0.001682,64
"totalTime",0.026266,64
"totalTime",0.002748,64
"totalTime",0.006141,64
"totalTime",0.003867,64
"totalTime",0.010892,64
"totalTime",0.021754,64
"totalTime",0.016182,64
"totalTime",0.012909,64
"totalTime",0.009456,64
"totalTime",0.029478,64
"totalTime",0.032008,64
"totalTime",0.019064,64
"totalTime",0.008332,64
"totalTime",0.024776,64
"totalTime",0.01672,64
"totalTime",0.043084,512
"totalTime",0.045573,512
"totalTime",0.050913,512
"totalTime",0.056393,512
"totalTime",0.064052,512
"totalTime",0.070661,512
"totalTime",0.081805,512
"totalTime",0.088245,512
"totalTime",0.100535,512
"totalTime",0.110068,512
"totalTime",0.122519,512
"totalTime",0.131548,512
"totalTime",0.142856,512
"totalTime",0.150643,512
"totalTime",0.165161,512
"totalTime",0.178159,512
"totalTime",0.051131,512
"totalTime",0.067551,512
"totalTime",0.06127,512
"totalTime",0.04566,512
"totalTime",0.074466,512
"totalTime",0.054482,512
"totalTime",0.04821,512
"totalTime",0.056546,512
"totalTime",0.063741,512
"totalTime",0.050157,512
"totalTime",0.057296,512
"totalTime",0.045354,512
"totalTime",0.07128,512
"totalTime",0.05192,512
"totalTime",0.04759,512
"totalTime",0.068527,512
"totalTime",0.223937,1024
"totalTime",0.226202,1024
"totalTime",0.230145,1024
"totalTime",0.231981,1024
"totalTime",0.242888,1024
"totalTime",0.253986,1024
"totalTime",0.257233,1024
"totalTime",0.269665,1024
"totalTime",0.28407,1024
"totalTime",0.291936,1024
"totalTime",0.304168,1024
"totalTime",0.314648,1024
"totalTime",0.327244,1024
"totalTime",0.335888,1024
"totalTime",0.350658,1024
"totalTime",0.364036,1024
"totalTime",0.252266,1024
"totalTime",0.245985,1024
"totalTime",0.227771,1024
"totalTime",0.230672,1024
"totalTime",0.236382,1024
"totalTime",0.260111,1024
"totalTime",0.234453,1024
"totalTime",0.226431,1024
"totalTime",0.239865,1024
"totalTime",0.232865,1024
"totalTime",0.227783,1024
"totalTime",0.229145,1024
"totalTime",0.244249,1024
"totalTime",0.256467,1024
"totalTime",0.24253,1024
"totalTime",0.253125,1024
"totalTime",1.027869,2048
"totalTime",1.03094,2048
"totalTime",1.038431,2048
"totalTime",1.043463,2048
"totalTime",1.051723,2048
"totalTime",1.060641,2048
"totalTime",1.067351,2048
"totalTime",1.073689,2048
"totalTime",1.091773,2048
"totalTime",1.101587,2048
"totalTime",1.111693,2048
"totalTime",1.11953,2048
"totalTime",1.132214,2048
"totalTime",1.144689,2048
"totalTime",1.15941,2048
"totalTime",1.17386,2048
"totalTime",1.056451,2048
"totalTime",1.059796,2048
"totalTime",1.03728,2048
"totalTime",1.046444,2048
"totalTime",1.036521,2048
"totalTime",1.032429,2048
"totalTime",1.033788,2048
"totalTime",1.045697,2048
"totalTime",1.05043,2048
"totalTime",1.041216,2048
"totalTime",1.037126,2048
"totalTime",1.054676,2048
"totalTime",1.04496,2048
"totalTime",1.037317,2048
"totalTime",1.057677,2048
"totalTime",1.47605,2048
"totalTime",7.029914,4096
"totalTime",7.031908,4096
"totalTime",7.033524,4096
"totalTime",7.041418,4096
"totalTime",7.047853,4096
"totalTime",7.053791,4096
"totalTime",7.068601,4096
"totalTime",7.080917,4096
"totalTime",7.094944,4096
"totalTime",7.105687,4096
"totalTime",7.118012,4096
"totalTime",7.12802,4096
"totalTime",7.135473,4096
"totalTime",7.150534,4096
"totalTime",7.163221,4096
"totalTime",7.178277,4096
"totalTime",7.051585,4096
"totalTime",7.046432,4096
"totalTime",7.044467,4096
"totalTime",7.075892,4096
"totalTime",7.048251,4096
"totalTime",7.06523,4096
"totalTime",7.064399,4096
"totalTime",7.050693,4096
"totalTime",7.079693,4096
"totalTime",7.059586,4096
"totalTime",7.089115,4096
"totalTime",7.081689,4096
"totalTime",7.057735,4096
"totalTime",7.069089,4096
"totalTime",7.083672,4096
"totalTime",7.083095,4096
"totalTime",43.112948,8192
"totalTime",43.117969,8192
"totalTime",43.122276,8192
"totalTime",43.129109,8192
"totalTime",43.135264,8192
"totalTime",43.147681,8192
"totalTime",43.157242,8192
"totalTime",43.16725,8192
"totalTime",43.185888,8192
"totalTime",43.196474,8192
"totalTime",43.211312,8192
"totalTime",43.222466,8192
"totalTime",43.238656,8192
"totalTime",43.25374,8192
"totalTime",43.268233,8192
"totalTime",43.286224,8192
"totalTime",43.15545,8192
"totalTime",43.16312,8192
"totalTime",43.169729,8192
"totalTime",43.179008,8192
"totalTime",43.187797,8192
"totalTime",43.181577,8192
"totalTime",43.202813,8192
"totalTime",43.216762,8192
"totalTime",43.207882,8192
"totalTime",43.209669,8192
"totalTime",43.240684,8192
"totalTime",43.224555,8192
"totalTime",43.240203,8192
"totalTime",43.268555,8192
"totalTime",43.266109,8192
"totalTime",43.282975,8192
"totalTime",0.000484,64
"totalTime",0.00311,64
"totalTime",0.006859,64
"totalTime",0.013335,64
"totalTime",0.020259,64
"totalTime",0.032231,64
"totalTime",0.041993,64
"totalTime",0.048355,64
"totalTime",0.061092,64
"totalTime",0.071381,64
"totalTime",0.07943,64
"totalTime",0.089654,64
"totalTime",0.101018,64
"totalTime",0.109471,64
"totalTime",0.124428,64
"totalTime",0.139686,64
"totalTime",0.005683,64
"totalTime",0.001751,64
"totalTime",0.023639,64
"totalTime",0.019133,64
"totalTime",0.012238,64
"totalTime",0.014157,64
"totalTime",0.003169,64
"totalTime",0.021464,64
"totalTime",0.016907,64
"totalTime",0.007948,64
"totalTime",0.005877,64
"totalTime",0.004552,64
"totalTime",0.027531,64
"totalTime",0.009039,64
"totalTime",0.032886,64
"totalTime",0.031587,64
"totalTime",0.041521,512
"totalTime",0.044693,512
"totalTime",0.048662,512
"totalTime",0.056384,512
"totalTime",0.063727,512
"totalTime",0.073609,512
"totalTime",0.080481,512
"totalTime",0.090145,512
"totalTime",0.103412,512
"totalTime",0.112777,512
"totalTime",0.124003,512
"totalTime",0.132895,512
"totalTime",0.14466,512
"totalTime",0.153669,512
"totalTime",0.167001,512
"totalTime",0.18078,512
"totalTime",0.043742,512
"totalTime",0.052633,512
"totalTime",0.071872,512
"totalTime",0.048979,512
"totalTime",0.043126,512
"totalTime",0.06633,512
"totalTime",0.056943,512
"totalTime",0.054532,512
"totalTime",0.064039,512
"totalTime",0.051435,512
"totalTime",0.048184,512
"totalTime",0.061695,512
"totalTime",0.059882,512
"totalTime",0.046919,512
"totalTime",0.045931,512
"totalTime",0.071533,512
"totalTime",0.232399,1024
"totalTime",0.235392,1024
"totalTime",0.239578,1024
"totalTime",0.244152,1024
"totalTime",0.25005,1024
"totalTime",0.2587,1024
"totalTime",0.269311,1024
"totalTime",0.280145,1024
"totalTime",0.291301,1024
"totalTime",0.299368,1024
"totalTime",0.3076,1024
"totalTime",0.317532,1024
"totalTime",0.32634,1024
"totalTime",0.338588,1024
"totalTime",0.3518,1024
"totalTime",0.366931,1024
"totalTime",0.259329,1024
"totalTime",0.258077,1024
"totalTime",0.237183,1024
"totalTime",0.246966,1024
"totalTime",0.234473,1024
"totalTime",0.236528,1024
"totalTime",0.263401,1024
"totalTime",0.235762,1024
"totalTime",0.250451,1024
"totalTime",0.243195,1024
"totalTime",0.239853,1024
"totalTime",0.253019,1024
"totalTime",0.241524,1024
"totalTime",0.256461,1024
"totalTime",0.267975,1024
"totalTime",0.248579,1024
"totalTime",1.017332,2048
"totalTime",1.020977,2048
"totalTime",1.024975,2048
"totalTime",1.032626,2048
"totalTime",1.038522,2048
"totalTime",1.049658,2048
"totalTime",1.060402,2048
"totalTime",1.0663,2048
"totalTime",1.080906,2048
"totalTime",1.08785,2048
"totalTime",1.097672,2048
"totalTime",1.106157,2048
"totalTime",1.117796,2048
"totalTime",1.127928,2048
"totalTime",1.141686,2048
"totalTime",1.155846,2048
"totalTime",1.040173,2048
"totalTime",1.026649,2048
"totalTime",1.055524,2048
"totalTime",1.028809,2048
"totalTime",1.034762,2048
"totalTime",1.037233,2048
"totalTime",1.033523,2048
"totalTime",1.022533,2048
"totalTime",1.026785,2048
"totalTime",1.024339,2048
"totalTime",1.032962,2048
"totalTime",1.026996,2048
"totalTime",1.026424,2048
"totalTime",1.050728,2048
"totalTime",1.042758,2048
"totalTime",1.051852,2048
"totalTime",6.571325,4096
"totalTime",6.575457,4096
"totalTime",6.579163,4096
"totalTime",6.585562,4096
"totalTime",6.593171,4096
"totalTime",6.602675,4096
"totalTime",6.609061,4096
"totalTime",6.624229,4096
"totalTime",6.634425,4096
"totalTime",6.648359,4096
"totalTime",6.657678,4096
"totalTime",6.664397,4096
"totalTime",6.678606,4096
"totalTime",6.689794,4096
"totalTime",6.703672,4096
"totalTime",6.718543,4096
"totalTime",6.610413,4096
"totalTime",6.587072,4096
"totalTime",6.583578,4096
"totalTime",6.591277,4096
"totalTime",6.588843,4096
"totalTime",6.604079,4096
"totalTime",6.597388,4096
"totalTime",6.60489,4096
"totalTime",6.602242,4096
"totalTime",6.614036,4096
"totalTime",6.627579,4096
"totalTime",6.609077,4096
"totalTime",6.621928,4096
"totalTime",6.604509,4096
"totalTime",6.628725,4096
"totalTime",6.628622,4096
"totalTime",43.111059,8192
"totalTime",43.164657,8192
"totalTime",43.11539,8192
"totalTime",43.120646,8192
"totalTime",43.128397,8192
"totalTime",43.135577,8192
"totalTime",43.144615,8192
"totalTime",43.155045,8192
"totalTime",43.168909,8192
"totalTime",43.181791,8192
"totalTime",43.190483,8192
"totalTime",43.206053,8192
"totalTime",43.216759,8192
"totalTime",43.237372,8192
"totalTime",43.247914,8192
"totalTime",43.267752,8192
"totalTime",43.285558,8192
"totalTime",43.188865,8192
"totalTime",43.169304,8192
"totalTime",43.171618,8192
"totalTime",43.18437,8192
"totalTime",43.182348,8192
"totalTime",43.213718,8192
"totalTime",43.192132,8192
"totalTime",43.20442,8192
"totalTime",43.206282,8192
"totalTime",43.235557,8192
"totalTime",43.235604,8192
"totalTime",43.23754,8192
"totalTime",43.25675,8192
"totalTime",43.262954,8192
"totalTime",43.285557,8192
"totalTime",0.000642,64
"totalTime",0.003288,64
"totalTime",0.008265,64
"totalTime",0.015018,64
"totalTime",0.023626,64
"totalTime",0.032249,64
"totalTime",0.039855,64
"totalTime",0.04929,64
"totalTime",0.064353,64
"totalTime",0.071785,64
"totalTime",0.082511,64
"totalTime",0.093009,64
"totalTime",0.102987,64
"totalTime",0.115054,64
"totalTime",0.127512,64
"totalTime",0.141353,64
"totalTime",0.009792,64
"totalTime",0.008251,64
"totalTime",0.020003,64
"totalTime",0.028406,64
"totalTime",0.013892,64
"totalTime",0.015786,64
"totalTime",0.007007,64
"totalTime",0.018171,64
"totalTime",0.002398,64
"totalTime",0.003589,64
"totalTime",0.023749,64
"totalTime",0.006,64
"totalTime",0.031846,64
"totalTime",0.026473,64
"totalTime",0.004839,64
"totalTime",0.011215,64
"totalTime",0.047899,512
"totalTime",0.050342,512
"totalTime",0.05409,512
"totalTime",0.060507,512
"totalTime",0.062943,512
"totalTime",0.070357,512
"totalTime",0.082432,512
"totalTime",0.084701,512
"totalTime",0.102299,512
"totalTime",0.110399,512
"totalTime",0.121277,512
"totalTime",0.131843,512
"totalTime",0.145558,512
"totalTime",0.155225,512
"totalTime",0.166423,512
"totalTime",0.183135,512
"totalTime",0.053096,512
"totalTime",0.069709,512
"totalTime",0.061537,512
"totalTime",0.050377,512
"totalTime",0.083161,512
"totalTime",0.079697,512
"totalTime",0.051625,512
"totalTime",0.053252,512
"totalTime",0.058328,512
"totalTime",0.076585,512
"totalTime",0.067817,512
"totalTime",0.056701,512
"totalTime",0.05025,512
"totalTime",0.073682,512
"totalTime",0.060736,512
"totalTime",0.067848,512
"totalTime",0.242948,1024
"totalTime",0.2451,1024
"totalTime",0.250999,1024
"totalTime",0.257062,1024
"totalTime",0.264815,1024
"totalTime",0.271811,1024
"totalTime",0.281805,1024
"totalTime",0.28753,1024
"totalTime",0.30418,1024
"totalTime",0.309875,1024
"totalTime",0.325147,1024
"totalTime",0.334011,1024
"totalTime",0.34405,1024
"totalTime",0.352051,1024
"totalTime",0.369071,1024
"totalTime",0.382581,1024
"totalTime",0.247826,1024
"totalTime",0.250935,1024
"totalTime",0.269337,1024
"totalTime",0.272048,1024
"totalTime",0.252825,1024
"totalTime",0.27549,1024
"totalTime",0.255441,1024
"totalTime",0.250133,1024
"totalTime",0.267588,1024
"totalTime",0.259615,1024
"totalTime",0.263114,1024
"totalTime",0.265185,1024
"totalTime",0.246951,1024
"totalTime",0.248054,1024
"totalTime",0.255941,1024
"totalTime",0.248602,1024
"totalTime",1.40116,2048
"totalTime",1.404975,2048
"totalTime",1.409984,2048
"totalTime",1.421623,2048
"totalTime",1.431215,2048
"totalTime",1.43856,2048
"totalTime",1.446941,2048
"totalTime",1.452386,2048
"totalTime",1.468754,2048
"totalTime",1.478714,2048
"totalTime",1.488798,2048
"totalTime",1.496711,2048
"totalTime",1.507424,2048
"totalTime",1.517697,2048
"totalTime",1.532361,2048
"totalTime",1.548315,2048
"totalTime",1.406012,2048
"totalTime",1.427843,2048
"totalTime",1.425589,2048
"totalTime",1.413764,2048
"totalTime",1.409649,2048
"totalTime",1.416593,2048
"totalTime",1.431821,2048
"totalTime",1.40733,2048
"totalTime",1.419747,2048
"totalTime",1.435691,2048
"totalTime",1.413173,2048
"totalTime",1.410631,2048
"totalTime",1.408187,2048
"totalTime",1.436954,2048
"totalTime",1.442755,2048
"totalTime",1.419531,2048
"totalTime",7.841276,4096
"totalTime",7.844915,4096
"totalTime",7.848052,4096
"totalTime",7.853263,4096
"totalTime",7.85987,4096
"totalTime",7.864776,4096
"totalTime",7.877985,4096
"totalTime",7.889171,4096
"totalTime",7.901268,4096
"totalTime",7.913766,4096
"totalTime",7.925469,4096
"totalTime",7.936451,4096
"totalTime",7.947826,4096
"totalTime",7.960824,4096
"totalTime",7.971775,4096
"totalTime",7.985673,4096
"totalTime",7.867891,4096
"totalTime",7.876935,4096
"totalTime",7.853695,4096
"totalTime",7.857051,4096
"totalTime",7.878444,4096
"totalTime",7.867857,4096
"totalTime",7.865594,4096
"totalTime",7.867489,4096
"totalTime",7.863334,4096
"totalTime",7.882565,4096
"totalTime",7.879555,4096
"totalTime",7.870243,4096
"totalTime",7.881146,4096
"totalTime",7.875854,4096
"totalTime",7.906585,4096
"totalTime",7.90923,4096
"totalTime",46.805643,8192
"totalTime",46.849594,8192
"totalTime",46.808901,8192
"totalTime",46.882612,8192
"totalTime",46.814747,8192
"totalTime",46.884226,8192
"totalTime",46.821868,8192
"totalTime",46.864469,8192
"totalTime",46.82964,8192
"totalTime",46.877262,8192
"totalTime",46.838779,8192
"totalTime",46.899097,8192
"totalTime",46.855296,8192
"totalTime",46.883194,8192
"totalTime",46.865233,8192
"totalTime",46.893103,8192
"totalTime",46.877635,8192
"totalTime",46.911382,8192
"totalTime",46.888329,8192
"totalTime",46.917537,8192
"totalTime",46.907927,8192
"totalTime",46.916449,8192
"totalTime",46.919363,8192
"totalTime",46.940435,8192
"totalTime",46.930849,8192
"totalTime",46.946095,8192
"totalTime",46.946849,8192
"totalTime",46.947189,8192
"totalTime",46.965704,8192
"totalTime",46.954029,8192
"totalTime",46.980311,8192
"totalTime",47.261014,8192
"totalTime",0.32315,64
"totalTime",0.325034,64
"totalTime",0.328873,64
"totalTime",0.331473,64
"totalTime",0.340163,64
"totalTime",0.349834,64
"totalTime",0.357442,64
"totalTime",0.368785,64
"totalTime",0.384274,64
"totalTime",0.390955,64
"totalTime",0.399842,64
"totalTime",0.409531,64
"totalTime",0.423805,64
"totalTime",0.431268,64
"totalTime",0.449452,64
"totalTime",0.459993,64
"totalTime",0.329656,64
"totalTime",0.326626,64
"totalTime",0.349595,64
"totalTime",0.331554,64
"totalTime",0.333801,64
"totalTime",0.325606,64
"totalTime",0.343338,64
"totalTime",0.338806,64
"totalTime",0.328646,64
"totalTime",0.344294,64
"totalTime",0.336571,64
"totalTime",0.341402,64
"totalTime",0.325232,64
"totalTime",0.353692,64
"totalTime",0.363032,64
"totalTime",0.358783,64
"totalTime",0.042521,512
"totalTime",0.046069,512
"totalTime",0.049571,512
"totalTime",0.059146,512
"totalTime",0.06368,512
"totalTime",0.07372,512
"totalTime",0.079612,512
"totalTime",0.090239,512
"totalTime",0.104933,512
"totalTime",0.113506,512
"totalTime",0.120294,512
"totalTime",0.132071,512
"totalTime",0.137813,512
"totalTime",0.152285,512
"totalTime",0.160431,512
"totalTime",0.176635,512
"totalTime",0.045777,512
"totalTime",0.063231,512
"totalTime",0.057311,512
"totalTime",0.055509,512
"totalTime",0.060912,512
"totalTime",0.052002,512
"totalTime",0.072348,512
"totalTime",0.059356,512
"totalTime",0.049014,512
"totalTime",0.050677,512
"totalTime",0.044677,512
"totalTime",0.054328,512
"totalTime",0.047897,512
"totalTime",0.045918,512
"totalTime",0.067233,512
"totalTime",0.071779,512
"totalTime",0.221739,1024
"totalTime",0.223521,1024
"totalTime",0.228724,1024
"totalTime",0.236298,1024
"totalTime",0.245255,1024
"totalTime",0.254895,1024
"totalTime",0.262486,1024
"totalTime",0.27183,1024
"totalTime",0.28296,1024
"totalTime",0.292026,1024
"totalTime",0.304534,1024
"totalTime",0.314578,1024
"totalTime",0.32391,1024
"totalTime",0.335343,1024
"totalTime",0.345331,1024
"totalTime",0.359221,1024
"totalTime",0.228733,1024
"totalTime",0.241409,1024
"totalTime",0.226621,1024
"totalTime",0.246251,1024
"totalTime",0.251445,1024
"totalTime",0.253856,1024
"totalTime",0.225052,1024
"totalTime",0.237378,1024
"totalTime",0.22437,1024
"totalTime",0.231435,1024
"totalTime",0.235507,1024
"totalTime",0.24117,1024
"totalTime",0.227237,1024
"totalTime",0.240455,1024
"totalTime",0.234131,1024
"totalTime",0.252982,1024
"totalTime",1.02751,2048
"totalTime",1.030635,2048
"totalTime",1.035587,2048
"totalTime",1.042111,2048
"totalTime",1.048028,2048
"totalTime",1.058831,2048
"totalTime",1.066059,2048
"totalTime",1.076417,2048
"totalTime",1.085271,2048
"totalTime",1.096641,2048
"totalTime",1.108553,2048
"totalTime",1.119485,2048
"totalTime",1.128174,2048
"totalTime",1.137868,2048
"totalTime",1.150389,2048
"totalTime",1.168061,2048
"totalTime",1.033426,2048
"totalTime",1.035133,2048
"totalTime",1.036849,2048
"totalTime",1.063566,2048
"totalTime",1.033706,2048
"totalTime",1.032212,2048
"totalTime",1.049333,2048
"totalTime",1.056814,2048
"totalTime",1.055042,2048
"totalTime",1.046708,2048
"totalTime",1.042708,2048
"totalTime",1.041373,2048
"totalTime",1.034674,2048
"totalTime",1.047729,2048
"totalTime",1.054682,2048
"totalTime",1.04933,2048
"totalTime",6.630987,4096
"totalTime",6.633432,4096
"totalTime",6.637654,4096
"totalTime",6.643107,4096
"totalTime",6.649284,4096
"totalTime",6.660958,4096
"totalTime",6.668384,4096
"totalTime",6.680174,4096
"totalTime",6.695173,4096
"totalTime",6.704388,4096
"totalTime",6.716463,4096
"totalTime",6.724644,4096
"totalTime",6.733943,4096
"totalTime",6.750042,4096
"totalTime",6.762505,4096
"totalTime",6.777181,4096
"totalTime",6.649057,4096
"totalTime",6.641978,4096
"totalTime",6.668859,4096
"totalTime",6.671797,4096
"totalTime",6.646152,4096
"totalTime",6.678455,4096
"totalTime",6.664645,4096
"totalTime",6.663694,4096
"totalTime",6.669309,4096
"totalTime",6.676128,4096
"totalTime",6.658571,4096
"totalTime",6.664865,4096
"totalTime",6.665565,4096
"totalTime",6.665857,4096
"totalTime",6.664979,4096
"totalTime",6.690152,4096
"totalTime",46.180499,8192
"totalTime",46.184676,8192
"totalTime",46.190752,8192
"totalTime",46.19747,8192
"totalTime",46.207775,8192
"totalTime",46.219238,8192
"totalTime",46.230108,8192
"totalTime",46.237237,8192
"totalTime",46.249921,8192
"totalTime",46.263018,8192
"totalTime",46.275572,8192
"totalTime",46.29006,8192
"totalTime",46.303278,8192
"totalTime",46.319187,8192
"totalTime",46.339101,8192
"totalTime",46.354873,8192
"totalTime",46.22121,8192
"totalTime",46.244306,8192
"totalTime",46.255418,8192
"totalTime",46.266459,8192
"totalTime",46.263833,8192
"totalTime",46.260587,8192
"totalTime",46.264905,8192
"totalTime",46.266195,8192
"totalTime",46.279492,8192
"totalTime",46.277692,8192
"totalTime",46.290591,8192
"totalTime",46.30005,8192
"totalTime",46.304949,8192
"totalTime",46.33298,8192
"totalTime",46.316816,8192
"totalTime",46.333573,8192
